property_id,property_name,intended_use,district_key,district_name,property_address,postal_code,postal_area,grossarea,totalgrossarea,volume,totalfloorarea,year_built,year_renovated,floorcount,attic_floorcount,keyfield
649832,"Varjakka, sauna ja liiteri S-11 (saari)",999 Muualla luokittelemattomat rakennukset,40,Oulunsalo,Varjakka,90470,VARJAKKA,41.0,94.0,150.0,50.0,1920,0,0,0,502824
601302,"Ruskonselän paloasema, varasto",721 Paloasemat,15,Korvensuora,Tapsitie 4 B,90620,OULU,215.0,225.0,1414.0,0.0,2013,0,1,0,502825
657302,"Kellon koulu ja päiväkoti, pihavaja",511 Yleissivistävien oppilaitosten rakennukset,20,Kello,Kylätie 6,90820,KELLO,22.0,0.0,0.0,0.0,2005,0,0,0,502826
627801,"Rita-aukion koulu, uusi",511 Yleissivistävien oppilaitosten rakennukset,12,Kaijonharju,Rita-aukiontie 6,90540,OULU,2288.5,2542.5,13760.0,2454.5,2019,0,2,0,502827
647604,"Varjakka, Lotina",013 Muut erilliset pientalot,40,Oulunsalo,Franzeninkuja 1,90470,VARJAKKA,134.0,166.0,498.0,166.0,0,1996,0,0,502828
612704,"Kuukkelin päiväkoti, leikkimökki-varasto",231 Lasten päiväkodit,06,Kaakkuri,Hippiäiskuja 3,90420,OULU,4.0,4.0,44.0,0.0,2007,0,0,0,502829
616301,Metsolan lastenkoti,222 Lasten- ja koulukodit,11,Pateniemi,Hämäläntie 15,90800,OULU,964.0,1105.0,4600.0,1105.0,2006,0,1,0,502830
665403,"Kiiminkijoen päiväkoti, varasto",231 Lasten päiväkodit,30,Kiiminki,Raatinharjuntie 11,90900,KIIMINKI,14.0,16.0,44.0,35.0,0,0,0,0,502831
647607,"Varjakka, piharakennus (mantere)",999 Muualla luokittelemattomat rakennukset,40,Oulunsalo,Varjakka,90470,VARJAKKA,762.0,762.0,0.0,0.0,0,1995,0,0,502832
602003,"Kontinkankaan sairaala, B-talo",214 Terveyskeskukset,3,Oulunsuu,Kajaanintie 46,90220,OULU,1264.5,1890.0,7111.0,1474.0,1939,2018,0,0,502833
657501,Ent. Oravan koulu,231 Lasten päiväkodit,21,Kello,Simunantie 15,90820,KELLO,689.0,804.0,3485.0,935.0,1887,2001,0,0,502834
646601,Oulunsalon kirkonkylän koulu,511 Yleissivistävien oppilaitosten rakennukset,40,Oulunsalo,Koulutie 4,90460,OULUNSALO,5084.0,5714.0,25254.0,5426.0,1977,2003,0,0,502835
647104,"Oulunsalon varikko, varastohalli",719 Muut varastorakennukset,40,Oulunsalo,Marjatie 66,90460,OULUNSALO,224.0,243.0,1237.0,229.0,1999,0,0,0,502836
647901,Oulunsalon kotiseutumuseo,323 Museot ja taidegalleriat,40,Oulunsalo,Jääsköntie 5,90460,OULUNSALO,103.0,116.0,392.0,116.0,1870,0,0,0,502837
612702,"Kuukkelin päiväkoti, pihavarasto 1",231 Lasten päiväkodit,06,Kaakkuri,Hippiäiskuja 3,90420,OULU,14.0,15.0,38.0,15.0,2007,0,0,0,502838
611002,"Kaijonharjun päiväkoti Kanerva, varasto-jätekatos",231 Lasten päiväkodit,12,Kaijonharju,Kalevalantie 9,90570,OULU,21.0,24.0,91.0,0.0,2009,0,1,0,502839
665401,Kiiminkijoen koulu,511 Yleissivistävien oppilaitosten rakennukset,30,Kiiminki,Raatinharjuntie 9,90900,KIIMINKI,4170.0,4585.0,17372.0,4610.0,1959,2010,0,0,502840
614501,Intiön hoivakoti,221 Vanhainkodit,01,Keskusta,Upseerinkatu 2,90130,OULU,4488.0,5153.0,20700.0,4953.0,2005,0,4,0,502841
620405,"Maikkulan yläkoulu, varasto/jätekatos",511 Yleissivistävien oppilaitosten rakennukset,07,Maikkula,Jatulikivenkatu 3,90240,OULU,24.0,25.0,72.0,0.0,2012,0,0,0,502842
665402,Kiiminkijoen päiväkoti,231 Lasten päiväkodit,30,Kiiminki,Raatinharjuntie 11,90900,KIIMINKI,2092.0,2085.0,11009.0,2129.0,2013,0,0,0,502843
668001,"Yli-Iin yleisurheilukeskus, huoltorakennus",359 Muut urheilu- ja kuntoilurakennukset,50,Yli-Ii,Tulisijantie,91200,YLI-II,142.0,163.0,497.0,163.0,1983,0,0,0,502844
647102,"Oulunsalon varikko, konesuoja",162 Kulkuneuvojen suoja- ja huoltorakennukset,40,Oulunsalo,Marjatie 66,90460,OULUNSALO,311.0,318.0,1494.0,318.0,1993,0,0,0,502845
612302,"Kuivasjärven päiväkoti, kiinteistövarasto",,12,Kaijonharju,Karppalantie 2,90540,Oulu,0.0,24.5,76.5,24.5,0,0,0,0,502846
649822,"Varjakka, konttorin piharakennus (saari)",999 Muualla luokittelemattomat rakennukset,40,Oulunsalo,Varjakka,90470,VARJAKKA,83.0,95.0,354.0,0.0,1920,0,0,0,502847
665002,"Alakylän koulu, B-rakennus",511 Yleissivistävien oppilaitosten rakennukset,30,Kiiminki,Huruntie 16,90910,KONTIO,886.0,1030.0,4008.0,812.5,1954,2009,0,0,502848
622506,"Pateniemen alakoulu, F-rakennus, maakellari",999 Muualla luokittelemattomat rakennukset,11,Pateniemi,Risuniityntie 7,90800,OULU,0.0,47.0,0.0,0.0,1938,0,0,0,502849
633702,"Kaakkurin monitoimitalo, varasto",322 Kirjastot ja arkistot,06,Kaakkuri,Pesätie 13,90420,OULU,14.0,16.0,45.0,17.0,2008,0,1,0,502850
629202,"Raatin liikuntakeskus, stadion",359 Muut urheilu- ja kuntoilurakennukset,08,Tuira,Raatintie 2,90100,OULU,85.0,98.0,318.0,0.0,2011,0,0,0,502851
602703,"Hiukkavaaran monitoimitalo, radiosisäverkko",,17,Hiukkavaara,Tahtimarssi 3,90650,OULU,0.0,0.0,0.0,0.0,0,0,0,0,502852
649821,"Varjakka, konttori S-1 (saari)",999 Muualla luokittelemattomat rakennukset,MATK,Oulunsalo,Varjakka,90470,VARJAKKA,489.0,578.0,2010.0,610.0,1920,1996,0,0,502853
657701,Takkurannan vanha koulu,511 Yleissivistävien oppilaitosten rakennukset,21,Kello,Takkurannantie 10,90820,KELLO,305.0,352.0,1372.0,341.0,1928,1980,0,0,502854
656304,"Aseman koulu, D-rakennus",511 Yleissivistävien oppilaitosten rakennukset,20,Haukipudas,Asemakylänraitti 1,90840,HAUKIPUDAS,145.0,169.0,659.0,160.0,1936,0,0,0,502855
608319,"Lassin päiväkoti, kiinteistövarasto/lastenvaunuvarasto",231 Lasten päiväkodit,08,Tuira,Koskitie 23,90500,OULU,12.0,0.0,0.0,0.0,0,0,0,0,502856
693102,"Teknologiakylän päiväkoti, varasto",231 Lasten päiväkodit,12,Kaijonharju,Kaitoväylä 8,90570,OULU,0.0,0.0,0.0,0.0,0,0,0,0,502857
668206,"Kierikkikeskus, huoltorakennus (Kivikauden kylä)",323 Museot ja taidegalleriat,50,Yli-Ii,Pahkalantie 447,91200,YLI-II,91.0,132.0,290.0,132.0,2000,0,0,0,502858
649824,"Varjakka, paritalo S-5 (saari)",999 Muualla luokittelemattomat rakennukset,40,Oulunsalo,Varjakka,90470,VARJAKKA,195.0,235.0,775.0,280.0,1920,0,0,0,502859
664201,Kiimingin hyvinvointikeskus,214 Terveyskeskukset,30,Kiiminki,Terveystie 1,90900,KIIMINKI,2977.0,3480.0,12300.0,3418.0,1979,2013,2,0,502860
657305,"Kellon koulu ja päiväkoti, leikkimökki ja ulkoiluvälinevarasto",511 Yleissivistävien oppilaitosten rakennukset,21,Kello,Kylätie 6,90820,KELLO,14.0,16.0,57.0,0.0,2005,0,0,0,502861
623504,"Talvikankaan päiväkoti ja koulu, vanha tilaelementti",511 Yleissivistävien oppilaitosten rakennukset,15,Korvensuora,Tuiskutie 10,90630,OULU,558.0,0.0,2216.0,549.0,2010,0,0,0,502862
602501,Savotta-aukion päiväkoti,231 Lasten päiväkodit,06,Kaakkuri,Neitsytkorventie 20,90420,OULU,1958.0,2227.0,10602.0,2024.0,2012,0,2,0,502863
649823,"Varjakka, Pudasjärven talo/asuntola S-13 (saari) ",999 Muualla luokittelemattomat rakennukset,40,Oulunsalo,Varjakka,90470,VARJAKKA,123.0,166.0,535.0,440.0,1800,0,0,0,502864
649826,"Varjakka, paritalo S-7 (saari)",999 Muualla luokittelemattomat rakennukset,40,Oulunsalo,Varjakka,90470,VARJAKKA,187.0,143.0,840.0,280.0,1920,0,0,0,502865
675202,Ylikiimingin koulun alakoulu,511 Yleissivistävien oppilaitosten rakennukset,16,Ylikiiminki,Opinkuja 4,91300,YLIKIIMINKI,2339.0,2637.0,7439.0,2297.0,1960,1989,4,0,502866
667401,"Palvelukeskus Jokiranta, hoivatiimi",221 Vanhainkodit,50,Yli-Ii,Paratiisintie 30,91200,YLI-II,2193.0,2395.0,7590.0,2395.0,1966,2011,0,0,502867
667901,"Keskuskoulun rivitalo A, Yli-Ii, varhaiskasvatuspalvelut",231 Lasten päiväkodit,50,Yli-Ii,Tulisijantie 2 A,91200,YLI-II,368.0,422.0,1225.0,387.0,1963,0,0,0,502868
608318,"Lassin päiväkoti, leikkimökki",231 Lasten päiväkodit,08,Tuira,Koskitie 23,90500,OULU,5.0,0.0,0.0,0.0,0,0,0,0,502869
665501,Jäälin monitoimitalo,511 Yleissivistävien oppilaitosten rakennukset,31,Jääli,Laivakankaantie 10,90940,JÄÄLI,9628.0,10827.0,52891.0,10411.0,2007,0,0,0,502870
610702,"Herukan päiväkoti, varastot",231 Lasten päiväkodit,11,Pateniemi,Taskisentie 7,90800,OULU,13.5,0.0,0.0,0.0,1983,0,0,0,502871
665301,Jäälin koulu TYHJÄ,511 Yleissivistävien oppilaitosten rakennukset,31,Jääli,Rivitie 11,90940,JÄÄLI,3866.0,4360.0,19736.0,4573.0,1977,1993,0,0,502872
635201,Oulun hätäkeskus,729 Muut palo- ja pelastustoimen rakennukset,01,Keskusta,Pikkukankaantie 2,90130,OULU,1634.0,1868.5,9700.0,1635.5,2006,0,3,0,502873
627202,"OuluZone moottoriurheilukeskus, tuomaritorni",359 Muut urheilu- ja kuntoilurakennukset,16,Ylikiiminki,Kuusamontie 3250,91310,ARKALA,59.0,71.2,204.0,71.2,2014,0,3,0,502874
613301,Myllyojan päiväkoti,231 Lasten päiväkodit,13,Myllyoja,Karvarinaukio 16,90650,OULU,1192.0,1311.5,5380.0,1142.0,2016,0,2,0,502875
649853,"Varjakka, piharakennus (Pyydyskari)",999 Muualla luokittelemattomat rakennukset,40,Oulunsalo,Varjakka,90470,VARJAKKA,100.0,100.0,0.0,0.0,0,0,0,0,502876
647701,"Oulunsalon liikuntakeskus, palloiluhalli ja jäähalli",354 Monitoimihallit ja muut urheiluhallit,40,Oulunsalo,Tuohikuja 6,90460,OULUNSALO,5576.0,6007.0,37822.0,6007.0,1991,0,0,0,502877
610602,"Kalliolan päiväkoti, jätehuoltotila",231 Lasten päiväkodit,08,Tuira,Valtatie 69,90500,OULU,18.0,19.0,71.0,0.0,1982,2012,0,0,502878
602801,Talvikankaan koulu,511 Yleissivistävien oppilaitosten rakennukset,15,Korvensuora,Tuiskutie 11,90630,OULU,6651.0,7256.0,41970.0,7256.0,2016,0,3,0,502879
667301,Yli-Iin hyvinvointipiste,214 Terveyskeskukset,50,Yli-Ii,Kirkkokuja 2,91200,YLI-II,727.0,800.0,2845.0,800.0,1988,0,0,0,502880
623603,"Oulu International School / Oulun kansainvälinen koulu, jätevarasto",511 Yleissivistävien oppilaitosten rakennukset,01,Keskusta,Kasarmintie 4,90130,OULU,35.0,40.0,100.0,0.0,2006,0,1,0,502881
675501,Pikku-Vesaisen päiväkoti,231 Lasten päiväkodit,16,Ylikiiminki,Aittokoskentie 14,91300,YLIKIIMINKI,295.0,341.0,1100.0,324.5,2005,0,2,0,502882
611003,"Kaijonharjun päiväkoti Kanerva, leikkivälinevarasto",231 Lasten päiväkodit,12,Kaijonharju,Kalevalantie 9,90570,,10.0,11.0,44.0,10.6,2009,0,1,0,502883
629291,"Raatin liikuntakeskus, huoltorakennus",359 Muut urheilu- ja kuntoilurakennukset,08,Tuira,Raatintie 2,90100,OULU,86.0,97.0,366.0,0.0,2011,0,0,0,502884
628001,Ritaharjun monitoimitalo,511 Yleissivistävien oppilaitosten rakennukset,12,Kaijonharju,Ritakierros 2,90540,OULU,10714.0,11571.0,51000.0,10679.0,2010,0,2,0,502885
602502,"Savotta-aukion päiväkoti, varasto 1",231 Lasten päiväkodit,6,Kaakkuri,Neitsytkorventie 20,90420,OULU,19.0,20.0,62.0,0.0,2012,0,0,0,502886
628903,"Nuorten työpaja, ulko-/jätevarasto",511 Yleissivistävien oppilaitosten rakennukset,1,Keskusta,Tykistökatu 13-15,90130,OULU,0.0,0.0,0.0,0.0,2013,0,0,0,502887
657301,Kellon koulu ja päiväkoti,511 Yleissivistävien oppilaitosten rakennukset,20,Kello,Kylätie 6,90820,KELLO,8432.0,9563.0,40270.0,9474.0,1959,1996,0,0,502888
647202,"Oulunsalon urheilukenttä, kotipesä",359 Muut urheilu- ja kuntoilurakennukset,40,Oulunsalo,Koulutie 2,90460,OULUNSALO,41.0,49.0,121.0,46.0,1990,0,0,0,502889
646401,Salonpään koulu TYHJÄ,511 Yleissivistävien oppilaitosten rakennukset,40,Oulunsalo,Keskipiirintie 9,90470,VARJAKKA,2030.0,2284.0,12420.0,2225.0,1969,2007,0,0,502890
628901,Nuorten työpaja H4,511 Yleissivistävien oppilaitosten rakennukset,01,Keskusta,Tykistökatu 13-15,90130,OULU,1367.0,1549.0,5981.0,0.0,1959,2013,0,0,502891
648201,Niemenrantatalo,511 Yleissivistävien oppilaitosten rakennukset,40,Oulunsalo,Nuottamiehentie 1,90460,OULUNSALO,4832.0,5339.0,30650.0,5339.0,2012,0,2,0,502892
675206,Ylikiimingin päiväkoti,231 Lasten päiväkodit,16,Ylikiiminki,Opinkuja 2,91300,YLIKIIMINKI,459.0,501.0,2149.0,501.0,2019,0,1,0,502893
647605,"Varjakka, paviljonki","141 Ravintolat, ruokalat, baarit, yms.",40,Oulunsalo,Varjakka,90470,VARJAKKA,0.0,216.0,750.0,250.0,0,2004,0,0,502894
663704,"Myllyojan-Hintan asukastupa, varasto",013 Muut erilliset pientalot,13,Myllyoja,Jokivarrenpolku 5,90650,OULU,0.0,0.0,0.0,15.5,0,0,0,0,502895
656201,Haukiputaan paloasema,721 Paloasemat,20,Haukipudas,Heitontie 1,90830,HAUKIPUDAS,1241.0,1714.0,7320.0,1600.0,2010,0,0,0,502896
667501,Muurahaisen päiväkoti,231 Lasten päiväkodit,50,Yli-Ii,Halametsä 2,91200,YLI-II,300.0,308.0,1215.0,308.0,1987,0,0,0,502897
655801,Tuomikoti ,221 Vanhainkodit,20,Haukipudas,Simppulanharjuntie 14 B,90830,HAUKIPUDAS,198.0,244.0,670.0,231.0,1992,0,0,0,502898
664502,"Laivakankaan päiväkoti, varasto",231 Lasten päiväkodit,31,Jääli,Laivakankaantie 12,90940,JÄÄLI,60.0,64.0,180.0,0.0,2003,0,0,0,502899
608402,"Värtön päiväkoti, kellari",999 Muualla luokittelemattomat rakennukset,3,Oulunsuu,Kurkelantie 9,90230,OULU,0.0,0.0,0.0,0.0,0,0,0,0,502900
668201,"Kierikkikeskus, päärakennus",323 Museot ja taidegalleriat,50,Yli-Ii,Pahkalantie 447,91200,YLI-II,939.0,1040.0,6450.0,1040.0,2001,0,0,0,502901
664001,Sotu-talo,229 Muut huoltolaitosrakennukset,30,Kiiminki,Honkiojantie 2,90900,KIIMINKI,111.0,135.0,434.0,135.0,1988,2005,0,0,502902
630103,"Ainolan puutarha, kokoelmakasvihuone, va 6023",892 Kasvihuoneet,1,Keskusta,Kiikkusaari,90100,OULU,300.0,324.0,1021.0,0.0,1968,0,0,0,502903
649831,"Varjakka, talli (saari) ",999 Muualla luokittelemattomat rakennukset,40,Oulunsalo,Varjakka,90470,VARJAKKA,110.0,163.0,482.0,0.0,1920,0,0,0,502904
611902,"Syynimaan päiväkoti, varasto-jätekatos",231 Lasten päiväkodit,12,Kaijonharju,Taidonkaari 2,90570,OULU,14.0,0.0,0.0,0.0,0,0,0,0,502905
664901,Kiimingin Syke-talo,322 Kirjastot ja arkistot,30,Kiiminki,Kirjastokuja 1,90900,KIIMINKI,1455.0,1711.0,6470.0,1542.0,1989,0,0,0,502906
600801,Ympäristötalo ,151 Toimistorakennukset,02,Höyhtyä,Solistinkatu 2,90100,OULU,10382.0,11478.0,48318.0,7071.0,2011,0,1,0,502907
657801,Länsituulen koulu,511 Yleissivistävien oppilaitosten rakennukset,20,Haukipudas,Länsikuja 2,90830,HAUKIPUDAS,7901.0,8916.0,40651.0,8584.0,2009,0,0,0,502908
675101,Ylikiimingin paloasema,721 Paloasemat,16,Ylikiiminki,Metsätalontie 2,91300,YLIKIIMINKI,314.0,373.0,1870.0,364.0,1969,1991,0,0,502909
667902,"Keskuskoulun rivitalo B, Yli-Ii",021 Rivitalot,50,Yli-Ii,Tulisijantie 2 B,91200,YLI-II,326.0,387.0,1115.0,338.0,1963,0,0,0,502910
664602,"Tuokkosen päiväkoti, varasto",231 Lasten päiväkodit,31,Jääli,Kehätie 3,90940,JÄÄLI,44.0,47.0,155.0,44.0,1984,0,0,0,502911
649829,"Varjakka, virkamiestalo (saari)",999 Muualla luokittelemattomat rakennukset,40,Oulunsalo,Franzeninkuja,90470,VARJAKKA,467.0,551.0,1848.0,0.0,1920,0,0,0,502912
610202,"Simpsin päiväkoti, ulkoiluvälinevarasto",231 Lasten päiväkodit,10,Koskela,Purjehtijantie 12,90560,OULU,14.5,0.0,0.0,0.0,1981,2008,0,0,502913
602901,"Teuvo Pakkalan katu 19, vapautuu 1.6.2020",,01,Keskusta,Teuvo Pakkalan katu 19,90130,OULU,8278.0,9297.5,0.0,9280.5,1956,0,3,0,502914
649852,"Varjakka, sauna (Pyydyskari)",999 Muualla luokittelemattomat rakennukset,40,Oulunsalo,Varjakka,90470,VARJAKKA,14.0,14.0,0.0,0.0,0,0,0,0,502915
665601,Tirinkylän koulu,511 Yleissivistävien oppilaitosten rakennukset,30,Kiiminki,Tirintie 97,90910,KONTIO,625.0,730.0,2828.0,835.0,1957,1989,0,0,502916
612301,Kuivasjärven uusi päiväkoti,231 Lasten päiväkodit,12,Kaijonharju,Karppalantie 2,90540,OULU,913.0,1079.0,4354.5,987.0,2019,0,0,0,502917
647001,Oulunsalon kunnantalo,151 Toimistorakennukset,40,Oulunsalo,Kauppiaantie 5,90460,OULUNSALO,2446.0,2827.0,10250.0,3020.0,1982,0,0,0,502918
665703,"Ylikylän koulu, varasto",511 Yleissivistävien oppilaitosten rakennukset,30,Kiiminki,Ylikouluntie 2,90900,KIIMINKI,103.0,114.0,366.0,0.0,1952,1980,0,0,502919
601301,Ruskonselän paloasema,721 Paloasemat,15,Korvensuora,Tapsitie 4 B,90620,OULU,1268.0,1425.0,5019.0,1668.0,2013,0,2,0,502920
677301,Vesalan monitoimitalo,511 Yleissivistävien oppilaitosten rakennukset,16,Ylikiiminki,Valpastie 11,91300,YLIKIIMINKI,2695.0,3045.0,14838.0,2833.0,2010,0,0,0,502921
664501,Laivakankaan päiväkoti,231 Lasten päiväkodit,30,Jääli,Laivakankaantie 12,90940,JÄÄLI,1073.0,1267.0,5308.0,1240.0,2003,0,1,0,502922
600309,"Pehkolanlampi, savusauna",013 Muut erilliset pientalot,14,Sanginsuu,Peräkyläntie 225,90660,OULU,15.0,18.0,0.0,18.0,2013,0,0,0,502923
620302,"Maikkulan alakoulu, jätekatos",511 Yleissivistävien oppilaitosten rakennukset,07,Maikkula,Maikkulanraitti 11,90240,OULU,27.0,29.0,82.0,0.0,2012,0,0,0,502924
657102,"Jokikylän koulu, B-rakennus, esikoulu TYHJÄ",511 Yleissivistävien oppilaitosten rakennukset,20,Haukipudas,Jokikyläntie 41,90840,HAUKIPUDAS,136.0,162.0,629.0,165.0,1938,1998,0,0,502925
646501,Pitkäkankaan koulu,511 Yleissivistävien oppilaitosten rakennukset,40,Oulunsalo,Opintie 6,90460,OULUNSALO,8274.0,9347.0,37260.0,8702.0,1983,1998,0,0,502926
612101,Piparkakkutalo,231 Lasten päiväkodit,08,Tuira,Hupisaaret,90100,OULU,72.0,84.0,264.0,0.0,2012,0,0,0,502927
647603,"Varjakka, Hulina","141 Ravintolat, ruokalat, baarit, yms.",40,Oulunsalo,Franzeninkuja,90470,VARJAKKA,0.0,134.0,498.0,166.0,1900,2015,0,0,502928
667402,"Palvelukeskus Jokiranta, jätekatos",221 Vanhainkodit,50,Yli-Ii,Paratiisintie 30,91200,YLI-II,18.0,19.0,0.0,19.0,2011,0,0,0,502929
602701,Hiukkavaaran monitoimitalo,511 Yleissivistävien oppilaitosten rakennukset,17,Hiukkavaara,Tahtimarssi 3,90650,OULU,10475.0,11320.0,60850.0,11320.0,2017,0,2,0,502930
646801,Oulunsalon terveysasema,214 Terveyskeskukset,40,Oulunsalo,Kauppiaantie 10,90460,OULUNSALO,1702.0,1986.0,7819.0,1965.0,1980,1994,0,0,502931
602704,"Hiukkavaaran monitoimitalo, ulkovarasto",,17,Hiukkavaara,Tahtimarssi 3,90650,OULU,0.0,150.0,200.0,150.0,0,0,1,0,502932
667102,"Teknisen toimiston tukikohta, Yli-Ii, kylmä varasto",162 Kulkuneuvojen suoja- ja huoltorakennukset,50,Yli-Ii,Ruunatie 14,91200,YLI-II,200.0,221.0,578.0,174.0,1997,0,0,0,502933
602504,"Savotta-aukion päiväkoti, varasto 3",231 Lasten päiväkodit,6,Kaakkuri,Neitsytkorventie 20,90420,OULU,4.0,5.0,13.0,0.0,2012,0,0,0,502934
608320,"Lassin päiväkoti, jätekatos",231 Lasten päiväkodit,08,Tuira,Koskitie 23,90500,OULU,12.5,0.0,0.0,0.0,0,0,0,0,502935
688204,"Otokylän päiväkoti, polkupyörä- ja jätekatos",231 Lasten päiväkodit,02,Höyhtyä,Hanhitie 17,90150,OULU,19.0,21.0,55.0,0.0,1996,0,0,0,502936
656302,"Aseman koulu, B-rakennus",511 Yleissivistävien oppilaitosten rakennukset,20,Haukipudas,Asemakylänraitti 1,90840,HAUKIPUDAS,911.0,1018.0,3210.0,969.0,1957,2006,0,0,502937
675205,Ylikiimingin urheilukentän katsomo,359 Muut urheilu- ja kuntoilurakennukset,16,Ylikiiminki,Opinkuja 4,91300,YLIKIIMINKI,0.0,0.0,0.0,0.0,1960,0,0,0,502938
649843,"Varjakka, rantasauna (saari)",931 Saunarakennukset,40,Oulunsalo,Varjakka,90470,VARJAKKA,26.0,30.0,116.0,0.0,1960,0,0,0,502939
655601,Martinniemen päiväkoti,231 Lasten päiväkodit,20,Haukipudas,Martinniementie 319,90850,MARTINNIEMI,3335.0,3739.0,14288.0,2363.0,2006,0,0,0,502940
664603,"Tuokkosen päiväkoti, leikkikatos",231 Lasten päiväkodit,31,Jääli,Kehätie 3,90940,JÄÄLI,12.0,13.0,37.0,0.0,1984,0,0,0,502941
658801,Haukiputaan yläkoulu,511 Yleissivistävien oppilaitosten rakennukset,20,Haukipudas,Mirjantie 4,90830,HAUKIPUDAS,4632.0,5171.0,22810.0,4736.5,2014,0,3,1,502942
623602,"Oulu International School / Oulun kansainvälinen koulu, pihavarasto",511 Yleissivistävien oppilaitosten rakennukset,01,Keskusta,Kasarmintie 4,90130,OULU,69.0,78.0,200.0,0.0,2006,0,1,0,502943
648202,"Niemenrantatalo, ulkovarasto/leikkimökki",511 Yleissivistävien oppilaitosten rakennukset,40,Oulunsalo,Nuottamiehentie 1,90460,OULUNSALO,29.0,0.0,0.0,0.0,2012,0,1,0,502944
657101,"Jokikylän koulu, A-rakennus TYHJÄ",511 Yleissivistävien oppilaitosten rakennukset,20,Haukipudas,Jokikyläntie 41,90840,HAUKIPUDAS,326.0,383.0,1757.0,277.0,1938,1998,0,0,502945
675203,"Ylikiimingin koulu, liikuntasali",511 Yleissivistävien oppilaitosten rakennukset,16,Ylikiiminki,Koulurinne 1,91300,YLIKIIMINKI,1476.0,1610.0,9800.0,1471.0,1989,0,0,0,502946
619501,Kaakkurin urheilualueen huoltorakennus,359 Muut urheilu- ja kuntoilurakennukset,06,Kaakkuri,Kaakonpojankuja,90420,OULU,193.0,227.0,845.0,227.0,2011,0,1,0,502947
647103,"Oulunsalon varikko, ulkovarasto",719 Muut varastorakennukset,40,Oulunsalo,Marjatie 66,90460,OULUNSALO,128.0,139.0,564.0,196.0,1981,0,0,0,502948
628201,Pohjois-Ritaharjun koulu,511 Yleissivistävien oppilaitosten rakennukset,12,Kaijonharju,Riistakuja 2,90540,OULU,2594.0,3406.0,16640.0,2623.0,2016,0,1,1,502949
664701,Vekara-ahon päiväkoti,231 Lasten päiväkodit,30,Kiiminki,Pikkukierto 2,90900,KIIMINKI,906.0,1043.0,3900.0,999.0,2001,0,1,0,502950
655201,Simppulankartano,221 Vanhainkodit,20,Haukipudas,Simppulantie 15,90830,HAUKIPUDAS,1806.0,2059.0,7630.0,1907.0,1993,0,0,0,502951
665602,"Tirinkylän koulu, varasto",511 Yleissivistävien oppilaitosten rakennukset,30,Kiiminki,Tirintie 97,90910,KONTIO,62.0,68.0,191.0,0.0,1957,0,0,0,502952
688203,"Otokylän päiväkoti, varasto ja vaunukatos",231 Lasten päiväkodit,02,Höyhtyä,Hanhitie 17,90150,OULU,25.0,28.0,70.0,0.0,1996,0,0,0,502953
646701,Oulunsalo-talo,511 Yleissivistävien oppilaitosten rakennukset,40,Oulunsalo,Mäntypellonpolku 10,90460,OULUNSALO,4198.0,4735.0,22900.0,4550.0,1993,0,0,0,502954
665102,Huttukylän koulu B,511 Yleissivistävien oppilaitosten rakennukset,30,Kiiminki,Huttukylänkouluntie 66,90900,KIIMINKI,469.0,535.0,2624.0,0.0,1989,0,0,0,502955
649830,"Varjakka, paloasema S-14 (saari)",999 Muualla luokittelemattomat rakennukset,40,Oulunsalo,Varjakka,90470,VARJAKKA,83.0,97.0,300.0,100.0,1920,0,0,0,502956
664601,Tuokkosen päiväkoti,231 Lasten päiväkodit,31,Jääli,Kehätie 3,90940,JÄÄLI,1048.0,1219.0,4617.0,1400.0,1984,2011,0,0,502957
665701,"Ylikylän koulu, A-rakennus",511 Yleissivistävien oppilaitosten rakennukset,30,Kiiminki,Ylikouluntie 2,90900,KIIMINKI,796.0,900.0,4594.0,0.0,1952,2002,0,0,502958
665901,Kiimingin paloasema,721 Paloasemat,30,Kiiminki,Lempiniementie 2 C,90900,KIIMINKI,859.0,978.0,3237.0,912.0,1973,1992,0,0,502959
665302,"Jäälin koulu, varasto",511 Yleissivistävien oppilaitosten rakennukset,31,Jääli,Rivitie 11,90940,JÄÄLI,105.0,112.0,369.0,0.0,1977,0,0,0,502960
675601,"Ylikiimingin vanhainkoti, Päivölä ja Muistola",221 Vanhainkodit,16,Ylikiiminki,Vesaisenlinnantie 4,91300,YLIKIIMINKI,1217.0,1413.0,5334.0,1481.0,1985,0,0,0,502961
658701,"Haukiputaan keskusurheilukenttä, huoltorakennus",359 Muut urheilu- ja kuntoilurakennukset,20,Haukipudas,Jokelantie 19,90830,HAUKIPUDAS,564.0,419.0,1217.0,419.0,1970,0,0,0,502962
602503,"Savotta-aukion päiväkoti, varasto 2",231 Lasten päiväkodit,6,Kaakkuri,Neitsytkorventie 20,90420,OULU,6.0,7.0,20.0,0.0,2012,0,0,0,502963
609503,"Merikosken päiväkoti, pihavarasto jätekatoksen yhteydessä",231 Lasten päiväkodit,08,Tuira,Kytkintie 5,90500,OULU,4.0,0.0,0.0,0.0,2004,0,0,0,502964
618103,"Niittyaron urheilualue, uusi huoltorakennus",359 Muut urheilu- ja kuntoilurakennukset,10,Koskela,Kaarnatie 50,90530,OULU,324.95,386.0,1489.0,380.0,2018,0,1,0,502965
